,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Beam - Dannic Mix___Mako,0.606,0.912,11,-3.77,0,0.0691,0.0138,0.032,0.127,0.0333,127.991,audio_features,5bkcBiTMt3HT3FlNRM5ao8,spotify:track:5bkcBiTMt3HT3FlNRM5ao8,https://api.spotify.com/v1/tracks/5bkcBiTMt3HT3FlNRM5ao8,https://api.spotify.com/v1/audio-analysis/5bkcBiTMt3HT3FlNRM5ao8,363750,4,Beam (Dannic Mix),1NU31KdOefZey8vpCDLtZg
Trigger___Major Lazer,0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285,audio_features,0Z26mbSHJ1dkUu7g9DDgif,spotify:track:0Z26mbSHJ1dkUu7g9DDgif,https://api.spotify.com/v1/tracks/0Z26mbSHJ1dkUu7g9DDgif,https://api.spotify.com/v1/audio-analysis/0Z26mbSHJ1dkUu7g9DDgif,171987,4,Trigger,3Fcqa5sb0vVYEEDHzkiOA1
Unravel Feat. Hatsune Miku (dj-Jo Remix) [Full]___dj-Jo,0.596,0.663,7,-5.178,0,0.0433,0.0109,0.456,0.0847,0.445,135.015,audio_features,3mZyB4RouVwVjS1J4tQQxc,spotify:track:3mZyB4RouVwVjS1J4tQQxc,https://api.spotify.com/v1/tracks/3mZyB4RouVwVjS1J4tQQxc,https://api.spotify.com/v1/audio-analysis/3mZyB4RouVwVjS1J4tQQxc,238103,4,unravel feat. Hatsune Miku (dj-Jo Remix),2cjQxe4EThsxg8HEQalu5e
Sleeping Forest feat. ボンジュール鈴木___TeddyLoid,0.517,0.931,8,-0.638,1,0.0349,0.0141,3.27e-05,0.0583,0.362,99.943,audio_features,2RFujK4zcqD5JbhSVo8G9x,spotify:track:2RFujK4zcqD5JbhSVo8G9x,https://api.spotify.com/v1/tracks/2RFujK4zcqD5JbhSVo8G9x,https://api.spotify.com/v1/audio-analysis/2RFujK4zcqD5JbhSVo8G9x,261000,4,SILENT PLANET 2 EP Vol.2 feat. ボンジュール鈴木,0Orq3mQM4yUZkGoGm2xsif
No Sleep (feat. Bonn) - DubVision Remix___Martin Garrix,0.584,0.79,11,-6.128,1,0.0589,0.0455,0,0.213,0.291,127.972,audio_features,0mV5JWhyUFANd9qpwLkM8d,spotify:track:0mV5JWhyUFANd9qpwLkM8d,https://api.spotify.com/v1/tracks/0mV5JWhyUFANd9qpwLkM8d,https://api.spotify.com/v1/audio-analysis/0mV5JWhyUFANd9qpwLkM8d,239062,4,2019 Remixed,3z4efVJv1e3GmoR7PybqHR
Erase Me___Said the Sky,0.528,0.61,5,-6.564,1,0.0287,0.376,7.32e-05,0.211,0.304,130.11,audio_features,0AISJtBDtZXgB2fuvcjQEN,spotify:track:0AISJtBDtZXgB2fuvcjQEN,https://api.spotify.com/v1/tracks/0AISJtBDtZXgB2fuvcjQEN,https://api.spotify.com/v1/audio-analysis/0AISJtBDtZXgB2fuvcjQEN,210661,4,Wide-Eyed,1aMtc9GO9PE3bqFd0pu4C4
Let Me Hear - Parasyte -the Maxim- OP___Jonathan Parecki,0.322,0.956,6,-4.123,0,0.0527,1.38e-06,0.929,0.305,0.367,92.029,audio_features,5aJcdNob6KVL0K5phKR3EU,spotify:track:5aJcdNob6KVL0K5phKR3EU,https://api.spotify.com/v1/tracks/5aJcdNob6KVL0K5phKR3EU,https://api.spotify.com/v1/audio-analysis/5aJcdNob6KVL0K5phKR3EU,104900,4,Let Me Hear - Parasyte -the maxim- OP,0KBuSBDMgKrdyItNCMYUKQ
Sword Art Online - Courage___Kenzie Smith Piano,0.474,0.244,7,-14.723,1,0.0672,0.832,0.957,0.0761,0.296,90.571,audio_features,0m2U2vHL29zBXaEp561Mwb,spotify:track:0m2U2vHL29zBXaEp561Mwb,https://api.spotify.com/v1/tracks/0m2U2vHL29zBXaEp561Mwb,https://api.spotify.com/v1/audio-analysis/0m2U2vHL29zBXaEp561Mwb,134024,4,Anime Music Collection Piano Solo Vol.2,0NXy65NJNfRLtj7uh6OYA9
Another Me (with Dylan Matthew)___Seven Lions,0.453,0.894,0,-3.493,0,0.0544,0.0168,0,0.15,0.297,75.063,audio_features,6sLohu3lQbmMhYVnb6OTvw,spotify:track:6sLohu3lQbmMhYVnb6OTvw,https://api.spotify.com/v1/tracks/6sLohu3lQbmMhYVnb6OTvw,https://api.spotify.com/v1/audio-analysis/6sLohu3lQbmMhYVnb6OTvw,208052,4,Another Me (with Dylan Matthew),198QKQdFC6CK3ISd4DYs31
FEELING GUD___NGHTMRE,0.484,0.94,5,-3.682,0,0.257,0.0145,0.000323,0.266,0.334,173.741,audio_features,0suLmBuEbatdochI4tHduq,spotify:track:0suLmBuEbatdochI4tHduq,https://api.spotify.com/v1/tracks/0suLmBuEbatdochI4tHduq,https://api.spotify.com/v1/audio-analysis/0suLmBuEbatdochI4tHduq,190682,4,FEELING GUD,6jd5jHj3j3dakL1cKvzMEC
My Way - Marcus Santoro Remix___Nicky Romero,0.563,0.882,1,-4.755,0,0.0596,0.0122,2.09e-06,0.0641,0.296,125.043,audio_features,4j5oym5wl44NwTOVT9ERhS,spotify:track:4j5oym5wl44NwTOVT9ERhS,https://api.spotify.com/v1/tracks/4j5oym5wl44NwTOVT9ERhS,https://api.spotify.com/v1/audio-analysis/4j5oym5wl44NwTOVT9ERhS,181147,4,My Way (ft. Alice Berg) [Marcus Santoro Remix],31XA52KgaFv2wVYHoQ2UMx
バーチャル#9___Goose house,0.702,0.949,5,-4.132,1,0.089,0.0101,0,0.0728,0.486,123.988,audio_features,4kFW3sV8K3YRYG04Qhxdjw,spotify:track:4kFW3sV8K3YRYG04Qhxdjw,https://api.spotify.com/v1/tracks/4kFW3sV8K3YRYG04Qhxdjw,https://api.spotify.com/v1/audio-analysis/4kFW3sV8K3YRYG04Qhxdjw,286669,4,Goose house Phrase#01,0TcHpTM6GXm1EVUOrm1Wk4
Call Me A Spaceman - Radio Edit___Hardwell,0.581,0.877,3,-3.595,0,0.0486,0.0172,0,0.248,0.35,127.952,audio_features,1UPyhGntpIx9jGJ5UVtKVS,spotify:track:1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/tracks/1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/audio-analysis/1UPyhGntpIx9jGJ5UVtKVS,189375,4,Call Me A Spaceman,3kARXHLsd4qAUuTtK3jztK
Synthesized Angel___Sakuzyo,0.461,0.825,10,-4.237,0,0.0552,0.00211,0.179,0.112,0.279,75.049,audio_features,4nxOjfuKY4MviFCbhjK5Pc,spotify:track:4nxOjfuKY4MviFCbhjK5Pc,https://api.spotify.com/v1/tracks/4nxOjfuKY4MviFCbhjK5Pc,https://api.spotify.com/v1/audio-analysis/4nxOjfuKY4MviFCbhjK5Pc,225000,4,AngelFalse,3RvQcoYMXrmXyfKgTIUcTO
Velonica (第190〜214話 OP)___Muray,0.442,0.94,7,-4.285,1,0.0715,0.00104,0.000148,0.119,0.626,137.02,audio_features,7HW9APbjOrAlTtkrcO1vCw,spotify:track:7HW9APbjOrAlTtkrcO1vCw,https://api.spotify.com/v1/tracks/7HW9APbjOrAlTtkrcO1vCw,https://api.spotify.com/v1/audio-analysis/7HW9APbjOrAlTtkrcO1vCw,280292,4,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「BLEACH」 vol.6 [主題歌OP 編],0mwsEpMpvlA5kVnWNYa4Mi
Hold The Line (feat. A R I Z O N A)___Avicii,0.648,0.554,9,-7.005,1,0.0341,0.329,2.56e-05,0.0803,0.372,98.045,audio_features,6EBlOYNcZ8MrdEov9lEdV6,spotify:track:6EBlOYNcZ8MrdEov9lEdV6,https://api.spotify.com/v1/tracks/6EBlOYNcZ8MrdEov9lEdV6,https://api.spotify.com/v1/audio-analysis/6EBlOYNcZ8MrdEov9lEdV6,171786,4,TIM,6Ad1E9vl75ZB3Ir87zwXIJ
Gopnik___DJ Blyatman,0.504,0.858,5,-9.03,1,0.0888,0.34,0.553,0.0997,0.585,149.996,audio_features,5i26iwsa78zSsDm120WdsI,spotify:track:5i26iwsa78zSsDm120WdsI,https://api.spotify.com/v1/tracks/5i26iwsa78zSsDm120WdsI,https://api.spotify.com/v1/audio-analysis/5i26iwsa78zSsDm120WdsI,192136,4,Hardkvas,4gq646eFw5FnGGhFgOIEzB
Can't Fool Me___Luxley,0.7,0.608,5,-6.64,1,0.0338,0.00306,0,0.0943,0.764,111.024,audio_features,0U8htzqfjLS0A1yqVoG99I,spotify:track:0U8htzqfjLS0A1yqVoG99I,https://api.spotify.com/v1/tracks/0U8htzqfjLS0A1yqVoG99I,https://api.spotify.com/v1/audio-analysis/0U8htzqfjLS0A1yqVoG99I,190424,4,American Love,6HjrMfE8wPXQEhefcPZTJo
Without You___SLANDER,0.595,0.712,10,-6.879,0,0.0539,0.0671,0,0.102,0.615,170.06,audio_features,5GIE4sOL5Dk9gLbowUtUpT,spotify:track:5GIE4sOL5Dk9gLbowUtUpT,https://api.spotify.com/v1/tracks/5GIE4sOL5Dk9gLbowUtUpT,https://api.spotify.com/v1/audio-analysis/5GIE4sOL5Dk9gLbowUtUpT,225882,4,Without You,4hDWpf0Qzqve5fxouwIt0I
United We Dance - Vicetone Edit___Vicetone,0.594,0.65,10,-5.073,1,0.0404,0.014,0.0142,0.267,0.106,126.0,audio_features,2HEbdM3r1Urcs4sjSehLIz,spotify:track:2HEbdM3r1Urcs4sjSehLIz,https://api.spotify.com/v1/tracks/2HEbdM3r1Urcs4sjSehLIz,https://api.spotify.com/v1/audio-analysis/2HEbdM3r1Urcs4sjSehLIz,255484,4,United We Dance (New Mixes),4nodpAvruqPR24UHBZBFNZ
RAWSIDE___GRAVEDGR,0.59,0.97,11,-4.135,1,0.287,0.071,0.00442,0.295,0.119,82.529,audio_features,0EDyoVqPdg9AMt8PuDeu9c,spotify:track:0EDyoVqPdg9AMt8PuDeu9c,https://api.spotify.com/v1/tracks/0EDyoVqPdg9AMt8PuDeu9c,https://api.spotify.com/v1/audio-analysis/0EDyoVqPdg9AMt8PuDeu9c,204182,4,RAWSIDE,1zIe2BCGhrVrMp228rUV7X
Live While We're Young___One Direction,0.663,0.857,2,-2.16,1,0.0544,0.0542,0,0.144,0.931,126.039,audio_features,6Vh03bkEfXqekWp7Y1UBRb,spotify:track:6Vh03bkEfXqekWp7Y1UBRb,https://api.spotify.com/v1/tracks/6Vh03bkEfXqekWp7Y1UBRb,https://api.spotify.com/v1/audio-analysis/6Vh03bkEfXqekWp7Y1UBRb,200213,4,Take Me Home (Expanded Edition),2sWX3HYnZjPZ9MrH6MFsBt
Lighters Up___Flosstradamus,0.567,0.928,0,-3.615,1,0.073,0.138,4.74e-05,0.372,0.294,150.079,audio_features,6dH50CKqIOTN5lHKp61TX3,spotify:track:6dH50CKqIOTN5lHKp61TX3,https://api.spotify.com/v1/tracks/6dH50CKqIOTN5lHKp61TX3,https://api.spotify.com/v1/audio-analysis/6dH50CKqIOTN5lHKp61TX3,204800,4,HDYNATION RADIO,1p5TVvKrZI35bM00G80cDc
UFO - Radio Edit___Vigiland,0.839,0.808,5,-7.005,1,0.114,0.107,0.747,0.186,0.181,128.068,audio_features,7azVJ6AgvPLOum1tppactO,spotify:track:7azVJ6AgvPLOum1tppactO,https://api.spotify.com/v1/tracks/7azVJ6AgvPLOum1tppactO,https://api.spotify.com/v1/audio-analysis/7azVJ6AgvPLOum1tppactO,144390,4,UFO,5fkAvx2E00HYs3bQAmRIBy
I Will (Take You Forever)___Christopher Cross,0.635,0.524,9,-10.02,1,0.0278,0.392,0.00309,0.104,0.318,128.103,audio_features,6ZSZQoRMIgetNOV3VK53o8,spotify:track:6ZSZQoRMIgetNOV3VK53o8,https://api.spotify.com/v1/tracks/6ZSZQoRMIgetNOV3VK53o8,https://api.spotify.com/v1/audio-analysis/6ZSZQoRMIgetNOV3VK53o8,239133,4,Back of My Mind,7nYqXHYWVVe9FZZGLlMq9v
Raining___Kaskade,0.294,0.995,1,-4.383,0,0.168,0.000489,0.331,0.128,0.0379,88.777,audio_features,01Mpj13vURSO3cCLprPt5T,spotify:track:01Mpj13vURSO3cCLprPt5T,https://api.spotify.com/v1/tracks/01Mpj13vURSO3cCLprPt5T,https://api.spotify.com/v1/audio-analysis/01Mpj13vURSO3cCLprPt5T,254400,4,Reign In Blood,2DumvqHl78bNXuvU9kQfPN
Dancing On My Own___Calum Scott,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26e-05,0.0983,0.236,112.663,audio_features,2BOqDYLOJBiMOXShCV1neZ,spotify:track:2BOqDYLOJBiMOXShCV1neZ,https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ,https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ,260285,4,Only Human (Deluxe),6Vip5A5NmEazvKuxj6GLYf
インフェルノ___Mrs. GREEN APPLE,0.529,0.931,4,-1.538,1,0.0581,0.00955,0,0.465,0.695,92.466,audio_features,64yajM6CxtLghmgB53VeXT,spotify:track:64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/tracks/64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/audio-analysis/64yajM6CxtLghmgB53VeXT,212547,4,インフェルノ,137FjNv5TRNvbW6D17bQc1
Zimzalabim___Red Velvet,0.68,0.878,5,-4.791,0,0.179,0.0028,2.22e-05,0.336,0.531,127.991,audio_features,0GUbhhI5fRx7BlqlqlhjuB,spotify:track:0GUbhhI5fRx7BlqlqlhjuB,https://api.spotify.com/v1/tracks/0GUbhhI5fRx7BlqlqlhjuB,https://api.spotify.com/v1/audio-analysis/0GUbhhI5fRx7BlqlqlhjuB,190860,4,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R
Permanent___Kygo,0.64,0.636,0,-6.718,1,0.0277,0.0123,0,0.0818,0.24,108.017,audio_features,2FrYyDemG5M15U4qFO0ezK,spotify:track:2FrYyDemG5M15U4qFO0ezK,https://api.spotify.com/v1/tracks/2FrYyDemG5M15U4qFO0ezK,https://api.spotify.com/v1/audio-analysis/2FrYyDemG5M15U4qFO0ezK,228280,4,Kids in Love,47oyrKaeobswT4T8zyaxdM
I Don't Wanna Go Home___Oliver Heldens,0.682,0.764,1,-7.253,1,0.0562,0.0187,0.0169,0.0539,0.644,125.003,audio_features,0YnN9IJPhKR0HGDVG5ebtf,spotify:track:0YnN9IJPhKR0HGDVG5ebtf,https://api.spotify.com/v1/tracks/0YnN9IJPhKR0HGDVG5ebtf,https://api.spotify.com/v1/audio-analysis/0YnN9IJPhKR0HGDVG5ebtf,203440,4,I Don't Wanna Go Home,1S4lByigxEfgMc4aP0Tbw9
Be Kind (with Halsey)___Marshmello,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4,Be Kind (with Halsey),1eleCBhP2R8TXEDquvybwC
Shine Spark (Instrumental Version) [Bonus Track]___Garoad,0.59,0.669,2,-10.925,1,0.0398,0.000305,0.905,0.0975,0.446,139.997,audio_features,03q5T6aQSn7Dl609AGerUz,spotify:track:03q5T6aQSn7Dl609AGerUz,https://api.spotify.com/v1/tracks/03q5T6aQSn7Dl609AGerUz,https://api.spotify.com/v1/audio-analysis/03q5T6aQSn7Dl609AGerUz,301714,4,Va-11 Hall-a Ex: Bonus Tracks Collection,5TqkGqPOEENmf45WbwyBUP
Tilted Towers___Alesso,0.702,0.842,7,-5.059,1,0.0331,0.000771,0.828,0.28,0.175,124.01,audio_features,5hdAQegqnitMjNacfLOHQd,spotify:track:5hdAQegqnitMjNacfLOHQd,https://api.spotify.com/v1/tracks/5hdAQegqnitMjNacfLOHQd,https://api.spotify.com/v1/audio-analysis/5hdAQegqnitMjNacfLOHQd,259476,4,Tilted Towers,1ROknPR3DQnKIqajsMzw85
Berserker___Mazare,0.221,0.809,10,-2.879,1,0.0665,0.00218,4.27e-05,0.138,0.0945,118.021,audio_features,3kAvZ3KbdJTK8JqcoHBiRL,spotify:track:3kAvZ3KbdJTK8JqcoHBiRL,https://api.spotify.com/v1/tracks/3kAvZ3KbdJTK8JqcoHBiRL,https://api.spotify.com/v1/audio-analysis/3kAvZ3KbdJTK8JqcoHBiRL,265875,5,Berserker,6mXaDdXuuISDjMEFHBjtnm
Spirals - William Black Remix___ILLENIUM,0.544,0.72,10,-7.237,0,0.0396,0.325,3.27e-06,0.0993,0.29,139.979,audio_features,0fPHWE7meGCm5d4A0zVLDe,spotify:track:0fPHWE7meGCm5d4A0zVLDe,https://api.spotify.com/v1/tracks/0fPHWE7meGCm5d4A0zVLDe,https://api.spotify.com/v1/audio-analysis/0fPHWE7meGCm5d4A0zVLDe,270000,4,Ashes (Remixes),2R7PeUrbSseLkirdasHPqg
High Quality Nahui___Uamee,0.643,0.967,8,-6.498,0,0.0719,0.629,0.71,0.258,0.687,154.966,audio_features,6kqcYWtGXPRhG7UyBOKzs6,spotify:track:6kqcYWtGXPRhG7UyBOKzs6,https://api.spotify.com/v1/tracks/6kqcYWtGXPRhG7UyBOKzs6,https://api.spotify.com/v1/audio-analysis/6kqcYWtGXPRhG7UyBOKzs6,142472,4,Top Shelf Hardbass,73CQ7rDwkb8cNKZbLGiLtm
Shoukei to Shikabane no Michi [TV Size]___Linked Horizon,0.408,0.943,0,-4.579,0,0.0913,0.226,0,0.352,0.807,178.076,audio_features,0q8WLWTRdN7XcNCoZIxCu9,spotify:track:0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/tracks/0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/audio-analysis/0q8WLWTRdN7XcNCoZIxCu9,90090,4,Shoukei to Shikabane no Michi [TV Size],0B5nGSu5QfWrlgdwzEw3uG
居眠り遠征隊___ZUTOMAYO,0.751,0.715,8,-4.664,0,0.0464,0.407,0.00181,0.0686,0.893,132.009,audio_features,5QjLoNJDzpU9CMxk2vS4Dm,spotify:track:5QjLoNJDzpU9CMxk2vS4Dm,https://api.spotify.com/v1/tracks/5QjLoNJDzpU9CMxk2vS4Dm,https://api.spotify.com/v1/audio-analysis/5QjLoNJDzpU9CMxk2vS4Dm,218333,4,潜潜話,4myzXA54fPm89hpW41YkOS
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit___Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],2ePFIvZKMe8zefATp9ofFA
We Found Love___Rihanna,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,6qn9YLKt13AGvpq9jfO8py,spotify:track:6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py,215227,4,Talk That Talk,2g1EakEaW7fPTZC6vBmBCn
Peanut Butter Jelly___Galantis,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,audio_features,3aIhJDHxr1kgTSnutJxPTH,spotify:track:3aIhJDHxr1kgTSnutJxPTH,https://api.spotify.com/v1/tracks/3aIhJDHxr1kgTSnutJxPTH,https://api.spotify.com/v1/audio-analysis/3aIhJDHxr1kgTSnutJxPTH,203133,4,Pharmacy,4QcXq4vTVN7dFb7bZa9jG2
"10,000 Hours (with Justin Bieber)___Dan + Shay",0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693,4,"10,000 Hours (with Justin Bieber)",4ow6xJwn49gpWz7iHpOzWY
Departure!___Masatoshi Ono,0.36,0.93,5,-4.748,0,0.0515,0.00765,0,0.0723,0.483,159.983,audio_features,5sjoJa0YmBCCPMrBPsBMge,spotify:track:5sjoJa0YmBCCPMrBPsBMge,https://api.spotify.com/v1/tracks/5sjoJa0YmBCCPMrBPsBMge,https://api.spotify.com/v1/audio-analysis/5sjoJa0YmBCCPMrBPsBMge,257533,4,HUNTER×HUNTER セレクト×ベスト×α,2a9NHZwSyE5SAt6Z0V0zHF
Both of Us___Yellow Claw,0.565,0.716,5,-3.773,1,0.0624,0.349,0.0138,0.288,0.343,159.989,audio_features,1FDGTwqfK4mmwFZOd7qn5H,spotify:track:1FDGTwqfK4mmwFZOd7qn5H,https://api.spotify.com/v1/tracks/1FDGTwqfK4mmwFZOd7qn5H,https://api.spotify.com/v1/audio-analysis/1FDGTwqfK4mmwFZOd7qn5H,198210,4,New Blood,1mYDKw3w4jPWautkQEs56K
Starlight (Could You Be Mine) - Radio Edit___Don Diablo,0.671,0.688,10,-5.05,0,0.0382,0.0187,1.06e-05,0.149,0.154,128.018,audio_features,47S7hRI0vwAOcruZKrxWHD,spotify:track:47S7hRI0vwAOcruZKrxWHD,https://api.spotify.com/v1/tracks/47S7hRI0vwAOcruZKrxWHD,https://api.spotify.com/v1/audio-analysis/47S7hRI0vwAOcruZKrxWHD,199116,4,Starlight (Could You Be Mine),1kuucBqnWYm3zkiNPDliDQ
Owari No Sekai Kara___MyReminiscence,0.266,0.234,4,-21.759,1,0.0456,0.927,0.867,0.0885,0.0634,147.157,audio_features,1sT069Q6Wnql7QPoinBZgg,spotify:track:1sT069Q6Wnql7QPoinBZgg,https://api.spotify.com/v1/tracks/1sT069Q6Wnql7QPoinBZgg,https://api.spotify.com/v1/audio-analysis/1sT069Q6Wnql7QPoinBZgg,423520,4,"Aoryn Piano Cover Collection, Vol. 1",0q8MLwjw2MHXfLBXWaZ8QX
Cinema - Skrillex Radio Edit___Benny Benassi,0.597,0.972,6,-3.92,0,0.166,0.00976,0.000205,0.332,0.417,145.11,audio_features,4QL89CSU0GpQAsVqlueE08,spotify:track:4QL89CSU0GpQAsVqlueE08,https://api.spotify.com/v1/tracks/4QL89CSU0GpQAsVqlueE08,https://api.spotify.com/v1/audio-analysis/4QL89CSU0GpQAsVqlueE08,191193,4,Cinema (feat. Gary Go) [Part 2],6vjBXc8S8kb1OsFvwYbW45
Freaking Out!___Caroline Kole,0.668,0.685,2,-4.348,1,0.0696,0.0444,0,0.144,0.475,80.991,audio_features,3san0Uyl11zEKigulyI2nt,spotify:track:3san0Uyl11zEKigulyI2nt,https://api.spotify.com/v1/tracks/3san0Uyl11zEKigulyI2nt,https://api.spotify.com/v1/audio-analysis/3san0Uyl11zEKigulyI2nt,187535,4,Freaking Out!,7LJ3mxZxiL6HhXm1kp30Nb
Me!Me!Me! Chronic (TeddyLoid Mega Remix)___TeddyLoid,0.344,0.82,5,-9.616,0,0.198,0.0344,0.000515,0.0818,0.224,125.811,audio_features,0xPMHPmFwXxupmyFcbJfMy,spotify:track:0xPMHPmFwXxupmyFcbJfMy,https://api.spotify.com/v1/tracks/0xPMHPmFwXxupmyFcbJfMy,https://api.spotify.com/v1/audio-analysis/0xPMHPmFwXxupmyFcbJfMy,381680,4,Japan Anima(tor)’s Exhibition,3MR9qOHviGYEv0UU1O4C0A
Commencing Simulation___Garoad,0.683,0.691,3,-14.148,0,0.0662,0.000145,0.81,0.0919,0.434,171.957,audio_features,6lz9fXQgsOxKmgiidfF3aI,spotify:track:6lz9fXQgsOxKmgiidfF3aI,https://api.spotify.com/v1/tracks/6lz9fXQgsOxKmgiidfF3aI,https://api.spotify.com/v1/audio-analysis/6lz9fXQgsOxKmgiidfF3aI,111628,4,VA-11 Hall-A (Original Soundtrack: Second Round),666rsOsL45p68o5BzooByj
I'll Be There___Rumsky,0.51,0.515,5,-7.247,1,0.0253,0.593,1.24e-06,0.654,0.331,93.212,audio_features,5RdhBLmB4DyFHLglRrfx63,spotify:track:5RdhBLmB4DyFHLglRrfx63,https://api.spotify.com/v1/tracks/5RdhBLmB4DyFHLglRrfx63,https://api.spotify.com/v1/audio-analysis/5RdhBLmB4DyFHLglRrfx63,237760,4,Third Album,5d6X8oegJmu9XKn9UBAswG
Ipaidcash___Alienbtheshowoff,0.782,0.671,1,-10.358,1,0.0627,0.000327,0.648,0.223,0.175,129.109,audio_features,18TsJVbOqUpjN71jUBoirm,spotify:track:18TsJVbOqUpjN71jUBoirm,https://api.spotify.com/v1/tracks/18TsJVbOqUpjN71jUBoirm,https://api.spotify.com/v1/audio-analysis/18TsJVbOqUpjN71jUBoirm,166464,4,Ipaidcash,7AXzPyZqEBp9jSEu6QsRKT
Stars - Vocal Mix___Jus Jack,0.55,0.636,11,-4.755,0,0.0683,0.0287,0.00492,0.0678,0.189,128.074,audio_features,7sWe7I52D4PxHbWhpI6Ex5,spotify:track:7sWe7I52D4PxHbWhpI6Ex5,https://api.spotify.com/v1/tracks/7sWe7I52D4PxHbWhpI6Ex5,https://api.spotify.com/v1/audio-analysis/7sWe7I52D4PxHbWhpI6Ex5,319543,4,Stars,0UHPmfihKcxHqtlIJq8Nji
Lullaby___R3HAB,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,audio_features,0DhkTGjEaIHaSxTfC14BFm,spotify:track:0DhkTGjEaIHaSxTfC14BFm,https://api.spotify.com/v1/tracks/0DhkTGjEaIHaSxTfC14BFm,https://api.spotify.com/v1/audio-analysis/0DhkTGjEaIHaSxTfC14BFm,160184,4,Lullaby,2Y5NgR5CQJeqAz5iYN5agm
Faith (with Dolly Parton) [feat. Mr. Probz]___Galantis,0.547,0.795,8,-3.721,1,0.0489,0.145,0,0.11,0.723,118.118,audio_features,35MKhw2YBKApmD7fAnPERC,spotify:track:35MKhw2YBKApmD7fAnPERC,https://api.spotify.com/v1/tracks/35MKhw2YBKApmD7fAnPERC,https://api.spotify.com/v1/audio-analysis/35MKhw2YBKApmD7fAnPERC,186805,4,Faith (with Dolly Parton) [feat. Mr. Probz],1QrYKuMTMLwpTwzOFhfnOk
Trio___ARTY,0.503,0.0249,0,-28.022,0,0.059,0.826,0.894,0.0637,0.161,58.953,audio_features,4EpzFvxffTXBcIi3SLMhzU,spotify:track:4EpzFvxffTXBcIi3SLMhzU,https://api.spotify.com/v1/tracks/4EpzFvxffTXBcIi3SLMhzU,https://api.spotify.com/v1/audio-analysis/4EpzFvxffTXBcIi3SLMhzU,208880,4,Relaxing Barroque,0O3pEuzSn63pR2Jas7m52p
Bang Boom___Tommie Sunshine,0.672,0.908,1,-6.025,1,0.0348,0.0137,0.859,0.0885,0.153,127.984,audio_features,2eLgWnpWbCvoqx3ZSabTqc,spotify:track:2eLgWnpWbCvoqx3ZSabTqc,https://api.spotify.com/v1/tracks/2eLgWnpWbCvoqx3ZSabTqc,https://api.spotify.com/v1/audio-analysis/2eLgWnpWbCvoqx3ZSabTqc,140000,4,BANG BOOM,3EI6DmJSQldfzkmpffGBId
